"year","zone","ratio"
"2003","S01002189","76.45"
"2004","S01002190","67.94"
"2005","S01002190","73.84"
"2006","S01002190","76.21"
"2007","S01002190","76.8"
"2008","S01002190","77.19"
"2009","S01002190","76.99"
"2010","S01002190","77.39"
"2011","S01002190","77.39"
"2012","S01002190","78.17"
"2003","S01002190","67.15"
"2004","S01002191","43.25"
"2005","S01002191","43.25"
"2006","S01002191","43.25"
"2007","S01002191","43.25"
"2008","S01002191","43.25"
"2009","S01002191","43.25"
"2010","S01002191","42.71"
"2011","S01002191","42.71"
"2012","S01002191","42.71"
"2003","S01002191","43.25"
"2004","S01002192","26.54"
"2005","S01002192","26.54"
"2006","S01002192","26.61"
"2007","S01002192","26.61"
"2008","S01002192","26.61"
"2009","S01002192","26.81"
"2010","S01002192","26.88"
"2011","S01002192","27.01"
"2012","S01002192","27.01"
"2003","S01002192","26.54"
"2004","S01002193","18.34"
"2005","S01002193","18.34"
"2006","S01002193","18.34"
"2007","S01002193","16.54"
"2008","S01002193","16.54"
"2009","S01002193","16.54"
"2010","S01002193","16.5"
"2011","S01002193","16.5"
"2012","S01002193","17.05"
"2003","S01002193","18.34"
"2004","S01002194","19.15"
"2005","S01002194","19.15"
"2006","S01002194","19.15"
"2007","S01002194","19.15"
"2008","S01002194","19.15"
"2009","S01002194","19.15"
"2010","S01002194","19.15"
"2011","S01002194","19.15"
"2012","S01002194","19.15"
"2003","S01002194","19.15"
"2004","S01002195","108.07"
"2005","S01002195","110.23"
"2006","S01002195","110.09"
"2007","S01002195","109.95"
"2008","S01002195","110.09"
"2009","S01002195","109.95"
"2010","S01002195","109.66"
"2011","S01002195","110.09"
"2012","S01002195","110.09"
"2003","S01002195","104.76"
"2004","S01002196","18.04"
"2005","S01002196","18.04"
"2006","S01002196","18.04"
"2007","S01002196","18.04"
"2008","S01002196","18.04"
"2009","S01002196","17.98"
"2010","S01002196","17.98"
"2011","S01002196","17.98"
"2012","S01002196","17.98"
"2003","S01002196","18.04"
"2004","S01002197","21.18"
"2005","S01002197","21.18"
"2006","S01002197","21.18"
"2007","S01002197","21.18"
"2008","S01002197","22.23"
"2009","S01002197","22.28"
"2010","S01002197","22.92"
"2011","S01002197","25.64"
"2012","S01002197","28.53"
"2003","S01002197","21.18"
"2004","S01002198","118.48"
"2005","S01002198","118.48"
"2006","S01002198","118.48"
"2007","S01002198","118.24"
"2008","S01002198","118.01"
"2009","S01002198","118.01"
"2010","S01002198","118.24"
"2011","S01002198","118.48"
"2012","S01002198","118.48"
"2003","S01002198","118.48"
"2004","S01002199",46
"2005","S01002199","46.1"
"2006","S01002199","46.32"
"2007","S01002199","46.43"
"2008","S01002199","46.21"
"2009","S01002199","46.32"
"2010","S01002199","46.43"
"2011","S01002199","47.19"
"2012","S01002199","47.09"
"2003","S01002199","45.89"
"2004","S01002200","14.18"
"2005","S01002200","14.47"
"2006","S01002200","14.76"
"2007","S01002200","14.98"
"2008","S01002200","15.49"
"2009","S01002200","15.78"
"2010","S01002200","16.19"
"2011","S01002200","16.77"
"2012","S01002200","17.39"
"2003","S01002200","13.45"
"2004","S01002201","48.47"
"2005","S01002201","48.39"
"2006","S01002201","52.1"
"2007","S01002201","54.08"
"2008","S01002201","55.15"
"2009","S01002201","55.56"
"2010","S01002201","55.65"
"2011","S01002201","57.29"
"2012","S01002201","57.62"
"2003","S01002201","47.73"
"2004","S01002202","47.66"
"2005","S01002202","42.81"
"2006","S01002202","42.9"
"2007","S01002202","43.08"
"2008","S01002202","42.63"
"2009","S01002202","42.63"
"2010","S01002202","42.81"
"2011","S01002202","42.81"
"2012","S01002202","42.72"
"2003","S01002202","40.21"
"2004","S01002203","122.43"
"2005","S01002203","122.43"
"2006","S01002203","122.43"
"2007","S01002203","122.88"
"2008","S01002203","122.88"
"2009","S01002203","122.88"
"2010","S01002203","122.88"
"2011","S01002203","122.43"
"2012","S01002203","121.98"
"2003","S01002203","122.43"
"2004","S01002204","45.76"
"2005","S01002204","45.65"
"2006","S01002204","45.65"
"2007","S01002204","45.65"
"2008","S01002204","45.65"
"2009","S01002204","45.87"
"2010","S01002204","45.87"
"2011","S01002204","45.87"
"2012","S01002204","45.87"
"2003","S01002204","45.65"
"2004","S01002205","33.17"
"2005","S01002205","33.17"
"2006","S01002205","33.17"
"2007","S01002205","33.17"
"2008","S01002205","33.25"
"2009","S01002205","33.01"
"2010","S01002205","33.01"
"2011","S01002205","33.09"
"2012","S01002205","33.09"
"2003","S01002205","33.17"
"2004","S01002206","52.64"
"2005","S01002206","60.75"
"2006","S01002206","69.02"
"2007","S01002206","78.66"
"2008","S01002206","83.4"
"2009","S01002206","89.37"
"2010","S01002206","89.52"
"2011","S01002206","89.37"
"2012","S01002206","89.06"
"2003","S01002206","51.72"
"2004","S01002207","16.21"
"2005","S01002207","16.25"
"2006","S01002207","16.3"
"2007","S01002207","16.3"
"2008","S01002207","16.3"
"2009","S01002207","16.12"
"2010","S01002207","16.12"
"2011","S01002207","16.12"
"2012","S01002207","16.16"
"2003","S01002207","16.25"
"2004","S01002208","86.36"
"2005","S01002208","86.12"
"2006","S01002208","85.87"
"2007","S01002208","85.87"
"2008","S01002208","85.87"
"2009","S01002208","91.28"
"2010","S01002208","90.05"
"2011","S01002208","90.3"
"2012","S01002208","90.05"
"2003","S01002208","77.01"
"2004","S01002209","142.87"
"2005","S01002209","143.93"
"2006","S01002209","145.85"
"2007","S01002209","127.59"
"2008","S01002209","135.44"
"2009","S01002209","127.59"
"2010","S01002209","127.59"
"2011","S01002209","127.59"
"2012","S01002209","127.59"
"2003","S01002209","147.54"
"2004","S01002210","49.31"
"2005","S01002210","49.17"
"2006","S01002210","49.03"
"2007","S01002210","49.03"
"2008","S01002210","49.03"
"2009","S01002210","48.76"
"2010","S01002210","48.63"
"2011","S01002210","48.36"
"2012","S01002210","48.49"
"2003","S01002210","49.31"
"2004","S01002211","52.94"
"2005","S01002211","52.94"
"2006","S01002211","52.94"
"2007","S01002211","52.94"
"2008","S01002211","52.94"
"2009","S01002211","52.94"
"2010","S01002211","52.81"
"2011","S01002211","52.81"
"2012","S01002211","52.81"
"2003","S01002211","52.94"
"2004","S01002212","49.92"
"2005","S01002212","49.83"
"2006","S01002212","55.01"
"2007","S01002212","56.04"
"2008","S01002212","56.04"
"2009","S01002212","56.04"
"2010","S01002212","60.09"
"2011","S01002212","60.18"
"2012","S01002212","60.18"
"2003","S01002212","49.57"
"2004","S01002213","0.55"
"2005","S01002213","0.55"
"2006","S01002213","0.55"
"2007","S01002213","0.55"
"2008","S01002213","0.55"
"2009","S01002213","0.55"
"2010","S01002213","0.55"
"2011","S01002213","0.6"
"2012","S01002213","0.75"
"2003","S01002213","0.55"
"2004","S01002214","42.11"
"2005","S01002214","42.03"
"2006","S01002214","42.03"
"2007","S01002214","42.03"
"2008","S01002214","41.94"
"2009","S01002214","41.94"
"2010","S01002214","41.94"
"2011","S01002214","41.67"
"2012","S01002214","41.76"
"2003","S01002214","42.11"
"2004","S01002215","4.67"
"2005","S01002215","4.67"
"2006","S01002215","4.72"
"2007","S01002215","4.87"
"2008","S01002215","4.98"
"2009","S01002215","4.98"
"2010","S01002215","5.1"
"2011","S01002215","5.1"
"2012","S01002215","5.1"
"2003","S01002215","4.67"
"2004","S01002216","33.46"
"2005","S01002216","38.14"
"2006","S01002216","43.36"
"2007","S01002216","44.65"
"2008","S01002216","49.92"
"2009","S01002216","49.33"
"2010","S01002216","49.33"
"2011","S01002216","49.33"
"2012","S01002216","49.33"
"2003","S01002216","26.35"
"2004","S01002217","90.16"
"2005","S01002217","90.31"
"2006","S01002217","109.74"
"2007","S01002217","107.26"
"2008","S01002217","107.1"
"2009","S01002217","106.95"
"2010","S01002217","108.97"
"2011","S01002217","108.97"
"2012","S01002217","108.97"
"2003","S01002217","86.74"
"2004","S01002218","85.07"
"2005","S01002218","86.19"
"2006","S01002218","86.46"
"2007","S01002218","86.46"
"2008","S01002218","86.46"
"2009","S01002218","86.46"
"2010","S01002218","86.46"
"2011","S01002218","86.19"
"2012","S01002218","86.19"
"2003","S01002218","88.14"
"2004","S01002219","16.91"
"2005","S01002219","16.91"
"2006","S01002219","16.91"
"2007","S01002219","16.91"
"2008","S01002219","16.91"
"2009","S01002219","16.91"
"2010","S01002219","16.91"
"2011","S01002219","16.91"
"2012","S01002219","16.91"
"2003","S01002219","16.91"
"2004","S01002220","12.61"
"2005","S01002220","12.32"
"2006","S01002220","12.36"
"2007","S01002220","12.48"
"2008","S01002220","12.44"
"2009","S01002220","12.57"
"2010","S01002220","12.69"
"2011","S01002220","12.69"
"2012","S01002220","12.69"
"2003","S01002220","12.65"
"2004","S01002221","150.98"
"2005","S01002221","150.74"
"2006","S01002221","150.74"
"2007","S01002221","150.98"
"2008","S01002221","151.46"
"2009","S01002221","153.65"
"2010","S01002221","153.65"
"2011","S01002221","153.4"
"2012","S01002221","153.65"
"2003","S01002221","137.65"
"2004","S01002222","12.53"
"2005","S01002222","12.5"
"2006","S01002222","12.5"
"2007","S01002222","12.5"
"2008","S01002222","12.5"
"2009","S01002222","12.5"
"2010","S01002222","12.5"
"2011","S01002222","12.5"
"2012","S01002222","12.5"
"2003","S01002222","12.53"
"2004","S01002223","9.27"
"2005","S01002223","9.27"
"2006","S01002223","9.27"
"2007","S01002223","9.24"
"2008","S01002223","9.27"
"2009","S01002223","9.27"
"2010","S01002223","9.12"
"2011","S01002223","9.12"
"2012","S01002223","9.12"
"2003","S01002223","9.27"
"2004","S01002224",11
"2005","S01002224","11.22"
"2006","S01002224","11.89"
"2007","S01002224","13.46"
"2008","S01002224","13.53"
"2009","S01002224","13.53"
"2010","S01002224","13.49"
"2011","S01002224","13.49"
"2012","S01002224","13.49"
"2003","S01002224","9.71"
"2004","S01002225","44.3"
"2005","S01002225","53.19"
"2006","S01002225","52.86"
"2007","S01002225","52.97"
"2008","S01002225","67.63"
"2009","S01002225","67.63"
"2010","S01002225","67.85"
"2011","S01002225","67.74"
"2012","S01002225","67.74"
"2003","S01002225","42.06"
"2004","S01002226","79.47"
"2005","S01002226","79.47"
"2006","S01002226","79.62"
"2007","S01002226","79.62"
"2008","S01002226","79.47"
"2009","S01002226","79.62"
"2010","S01002226","79.77"
"2011","S01002226","79.77"
"2012","S01002226","79.77"
"2003","S01002226","78.87"
"2004","S01002227","37.39"
"2005","S01002227","37.39"
"2006","S01002227","37.39"
"2007","S01002227","37.39"
"2008","S01002227","37.39"
"2009","S01002227","37.39"
"2010","S01002227","37.39"
"2011","S01002227","37.39"
"2012","S01002227","37.39"
"2003","S01002227","37.39"
"2004","S01002228","5.77"
"2005","S01002228","5.8"
"2006","S01002228","5.8"
"2007","S01002228","5.8"
"2008","S01002228","5.8"
"2009","S01002228","5.81"
"2010","S01002228","5.81"
"2011","S01002228","5.81"
"2012","S01002228","5.81"
"2003","S01002228","5.77"
"2004","S01002229","15.44"
"2005","S01002229","15.44"
"2006","S01002229","15.44"
"2007","S01002229","15.44"
"2008","S01002229","15.44"
"2009","S01002229","15.44"
"2010","S01002229","15.44"
"2011","S01002229","15.44"
"2012","S01002229","15.44"
"2003","S01002229","15.44"
"2004","S01002230","72.52"
"2005","S01002230","72.52"
"2006","S01002230","72.52"
"2007","S01002230","72.52"
"2008","S01002230","72.52"
"2009","S01002230","72.52"
"2010","S01002230","72.39"
"2011","S01002230","72.64"
"2012","S01002230","72.39"
"2003","S01002230","72.15"
"2004","S01002231","9.58"
"2005","S01002231","9.67"
"2006","S01002231","9.67"
"2007","S01002231","9.75"
"2008","S01002231","9.75"
"2009","S01002231","9.75"
"2010","S01002231","9.87"
"2011","S01002231","9.96"
"2012","S01002231","9.98"
"2003","S01002231","9.6"
"2004","S01002232","22.25"
"2005","S01002232","23.05"
"2006","S01002232","23.05"
"2007","S01002232","23.05"
"2008","S01002232","23.05"
"2009","S01002232","23.05"
"2010","S01002232","23.05"
"2011","S01002232","23.05"
"2012","S01002232","23.05"
"2003","S01002232","20.47"
"2004","S01002233","123.83"
"2005","S01002233","123.83"
"2006","S01002233","123.83"
"2007","S01002233","127.36"
"2008","S01002233","127.36"
"2009","S01002233","127.57"
"2010","S01002233","127.77"
"2011","S01002233","127.77"
"2012","S01002233","127.77"
"2003","S01002233","119.05"
"2004","S01002234","60.15"
"2005","S01002234","60.15"
"2006","S01002234","60.15"
"2007","S01002234","60.15"
"2008","S01002234","60.15"
"2009","S01002234","60.15"
"2010","S01002234","59.57"
"2011","S01002234","59.57"
"2012","S01002234","59.57"
"2003","S01002234","60.04"
"2004","S01002235","34.92"
"2005","S01002235","34.92"
"2006","S01002235","34.92"
"2007","S01002235","35.6"
"2008","S01002235","35.65"
"2009","S01002235","36.28"
"2010","S01002235","36.5"
"2011","S01002235","56.25"
"2012","S01002235","56.76"
"2003","S01002235","34.81"
"2004","S01002236","22.77"
"2005","S01002236","22.77"
"2006","S01002236","22.83"
"2007","S01002236","22.99"
"2008","S01002236","23.16"
"2009","S01002236","23.16"
"2010","S01002236","23.16"
"2011","S01002236","23.16"
"2012","S01002236","23.16"
"2003","S01002236","22.77"
"2004","S01002237","38.94"
"2005","S01002237","40.64"
"2006","S01002237","41.94"
"2007","S01002237","45.74"
"2008","S01002237","47.52"
"2009","S01002237","48.5"
"2010","S01002237","49.3"
"2011","S01002237","49.22"
"2012","S01002237","49.22"
"2003","S01002237","38.94"
"2004","S01002238","34.52"
"2005","S01002238","34.52"
"2006","S01002238","34.62"
"2007","S01002238","34.62"
"2008","S01002238","34.62"
"2009","S01002238","34.11"
"2010","S01002238","34.11"
"2011","S01002238","34.11"
"2012","S01002238","34.11"
"2003","S01002238","34.52"
"2004","S01002239","57.15"
"2005","S01002239","57.15"
"2006","S01002239","57.15"
"2007","S01002239","57.04"
"2008","S01002239","57.04"
"2009","S01002239","57.04"
"2010","S01002239","57.04"
"2011","S01002239","57.15"
"2012","S01002239","57.15"
"2003","S01002239","57.15"
"2004","S01002240","75.81"
"2005","S01002240","75.95"
"2006","S01002240","75.95"
"2007","S01002240","75.95"
"2008","S01002240","75.95"
"2009","S01002240","75.95"
"2010","S01002240","77.41"
"2011","S01002240","77.41"
"2012","S01002240","77.41"
"2003","S01002240","71.6"
"2004","S01002241","22.1"
"2005","S01002241","22.1"
"2006","S01002241","23.19"
"2007","S01002241","23.78"
"2008","S01002241","25.3"
"2009","S01002241","25.3"
"2010","S01002241","27.47"
"2011","S01002241","27.47"
"2012","S01002241","27.47"
"2003","S01002241","22.1"
"2004","S01002242","14.65"
"2005","S01002242","14.95"
"2006","S01002242","15.25"
"2007","S01002242","15.29"
"2008","S01002242","15.5"
"2009","S01002242","15.54"
"2010","S01002242","15.67"
"2011","S01002242","15.67"
"2012","S01002242","15.67"
"2003","S01002242","14.65"
"2004","S01002243","52.64"
"2005","S01002243","52.64"
"2006","S01002243","53.35"
"2007","S01002243","55.05"
"2008","S01002243","55.33"
"2009","S01002243","55.48"
"2010","S01002243","55.62"
"2011","S01002243","55.48"
"2012","S01002243","55.76"
"2003","S01002243","52.78"
"2004","S01002244","143.19"
"2005","S01002244","144.2"
"2006","S01002244","144.2"
"2007","S01002244","144.45"
"2008","S01002244","144.45"
"2009","S01002244","132.58"
"2010","S01002244","133.84"
"2011","S01002244","133.84"
"2012","S01002244","133.84"
"2003","S01002244","127.53"
"2004","S01002245","33.19"
"2005","S01002245","36.36"
"2006","S01002245","38.2"
"2007","S01002245","43.8"
"2008","S01002245","47.33"
"2009","S01002245","51.33"
"2010","S01002245","51.69"
"2011","S01002245","52.57"
"2012","S01002245","52.47"
"2003","S01002245","24.42"
"2004","S01002246","137.7"
"2005","S01002246","137.7"
"2006","S01002246","137.7"
"2007","S01002246","139.79"
"2008","S01002246","139.56"
"2009","S01002246","139.79"
"2010","S01002246","142.82"
"2011","S01002246","142.82"
"2012","S01002246","143.06"
"2003","S01002246","137.7"
"2004","S01002247","30.71"
"2005","S01002247","30.71"
"2006","S01002247","30.71"
"2007","S01002247","30.71"
"2008","S01002247","30.71"
"2009","S01002247","30.71"
"2010","S01002247","30.71"
"2011","S01002247","30.71"
"2012","S01002247","30.71"
"2003","S01002247","30.71"
"2004","S01002248","11.04"
"2005","S01002248","11.02"
"2006","S01002248","11.04"
"2007","S01002248","11.1"
"2008","S01002248","11.08"
"2009","S01002248","11.08"
"2010","S01002248","11.19"
"2011","S01002248","11.16"
"2012","S01002248","11.27"
"2003","S01002248","11.06"
"2004","S01002249","35.32"
"2005","S01002249","35.4"
"2006","S01002249","35.57"
"2007","S01002249","42.44"
"2008","S01002249","43.73"
"2009","S01002249","49.63"
"2010","S01002249","48.26"
"2011","S01002249","48.26"
"2012","S01002249","48.17"
"2003","S01002249","35.32"
"2004","S01002250","66.85"
"2005","S01002250","66.85"
"2006","S01002250","66.85"
"2007","S01002250","66.85"
"2008","S01002250","66.85"
"2009","S01002250",67
"2010","S01002250",67
"2011","S01002250",67
"2012","S01002250",67
"2003","S01002250","66.85"
"2004","S01002251","1.11"
"2005","S01002251","1.1"
"2006","S01002251","1.1"
"2007","S01002251","1.1"
"2008","S01002251","1.1"
"2009","S01002251","1.1"
"2010","S01002251","1.1"
"2011","S01002251","1.15"
"2012","S01002251","1.31"
"2003","S01002251","0.99"
"2004","S01002252","3.68"
"2005","S01002252","3.84"
"2006","S01002252","3.91"
"2007","S01002252","3.9"
"2008","S01002252","4.15"
"2009","S01002252","4.49"
"2010","S01002252","4.69"
"2011","S01002252","4.85"
"2012","S01002252","4.8"
"2003","S01002252","3.68"
"2004","S01002253","28.79"
"2005","S01002253","28.79"
"2006","S01002253","28.79"
"2007","S01002253","28.79"
"2008","S01002253","28.79"
"2009","S01002253","28.85"
"2010","S01002253","28.79"
"2011","S01002253","28.79"
"2012","S01002253","28.79"
"2003","S01002253","28.73"
"2004","S01002254","88.33"
"2005","S01002254","88.33"
"2006","S01002254","88.33"
"2007","S01002254","88.33"
"2008","S01002254","88.33"
"2009","S01002254","88.33"
"2010","S01002254","88.49"
"2011","S01002254","88.49"
"2012","S01002254","88.49"
"2003","S01002254","88.33"
"2004","S01002255","40.17"
"2005","S01002255","40.25"
"2006","S01002255","40.29"
"2007","S01002255","39.88"
"2008","S01002255","39.88"
"2009","S01002255","39.95"
"2010","S01002255","39.95"
"2011","S01002255","40.03"
"2012","S01002255","40.03"
"2003","S01002255","35.81"
"2004","S01002256","23.92"
"2005","S01002256","23.92"
"2006","S01002256","23.92"
"2007","S01002256","24.92"
"2008","S01002256","27.87"
"2009","S01002256","29.48"
"2010","S01002256","32.68"
"2011","S01002256","34.33"
"2012","S01002256","36.38"
"2003","S01002256","22.32"
"2004","S01002257","51.39"
"2005","S01002257","51.39"
"2006","S01002257","51.88"
"2007","S01002257","51.88"
"2008","S01002257","51.88"
"2009","S01002257","51.88"
"2010","S01002257","51.88"
"2011","S01002257","51.88"
"2012","S01002257","51.88"
"2003","S01002257","49.58"
"2004","S01002258","87.15"
"2005","S01002258","87.34"
"2006","S01002258","89.43"
"2007","S01002258","89.24"
"2008","S01002258","89.43"
"2009","S01002258","89.43"
"2010","S01002258","87.15"
"2011","S01002258","87.15"
"2012","S01002258","87.15"
"2003","S01002258","86.96"
"2004","S01002259","43.89"
"2005","S01002259","43.89"
"2006","S01002259","43.89"
"2007","S01002259","43.89"
"2008","S01002259","43.89"
"2009","S01002259","43.89"
"2010","S01002259","44.06"
"2011","S01002259","44.06"
"2012","S01002259","44.06"
"2003","S01002259","43.89"
"2004","S01002260","10.75"
"2005","S01002260","10.75"
"2006","S01002260","10.72"
"2007","S01002260","10.75"
"2008","S01002260","10.72"
"2009","S01002260","10.75"
"2010","S01002260","10.75"
"2011","S01002260","10.78"
"2012","S01002260","10.81"
"2003","S01002260","10.69"
"2004","S01002261","24.57"
"2005","S01002261","24.57"
"2006","S01002261","24.57"
"2007","S01002261","24.63"
"2008","S01002261","24.57"
"2009","S01002261","25.98"
"2010","S01002261","26.17"
"2011","S01002261","26.17"
"2012","S01002261","26.11"
"2003","S01002261","24.57"
"2004","S01002262","27.1"
"2005","S01002262","24.26"
"2006","S01002262","24.26"
"2007","S01002262","24.19"
"2008","S01002262","24.26"
"2009","S01002262","24.26"
"2010","S01002262","24.7"
"2011","S01002262","24.7"
"2012","S01002262","24.7"
"2003","S01002262","24.7"
"2004","S01002263","2.44"
"2005","S01002263","2.43"
"2006","S01002263","2.42"
"2007","S01002263","2.42"
"2008","S01002263","2.44"
"2009","S01002263","2.47"
"2010","S01002263","2.5"
"2011","S01002263","2.5"
"2012","S01002263","2.52"
"2003","S01002263","2.44"
"2004","S01002264","70.93"
"2005","S01002264","71.11"
"2006","S01002264","71.11"
"2007","S01002264","71.11"
"2008","S01002264","71.11"
"2009","S01002264","71.11"
"2010","S01002264","71.11"
"2011","S01002264","71.11"
"2012","S01002264","71.11"
"2003","S01002264","70.93"
"2004","S01002265","14.66"
"2005","S01002265","16.38"
"2006","S01002265","18.71"
"2007","S01002265","21.9"
"2008","S01002265","23.83"
"2009","S01002265","24.43"
"2010","S01002265","25.09"
"2011","S01002265","25.72"
"2012","S01002265","25.72"
"2003","S01002265","14.66"
"2004","S01002266","59.89"
"2005","S01002266","60.05"
"2006","S01002266","60.21"
"2007","S01002266","63.65"
"2008","S01002266","63.65"
"2009","S01002266",71
"2010","S01002266",71
"2011","S01002266",71
"2012","S01002266",71
"2003","S01002266","58.02"
"2004","S01002267","36.03"
"2005","S01002267","36.03"
"2006","S01002267","36.03"
"2007","S01002267","36.03"
"2008","S01002267","36.03"
"2009","S01002267","36.03"
"2010","S01002267","36.03"
"2011","S01002267","36.03"
"2012","S01002267","36.03"
"2003","S01002267","36.03"
"2004","S01002268","18.33"
"2005","S01002268","18.33"
"2006","S01002268","18.33"
"2007","S01002268","18.33"
"2008","S01002268","18.33"
"2009","S01002268","18.33"
"2010","S01002268","18.33"
"2011","S01002268","18.33"
"2012","S01002268","18.33"
"2003","S01002268","18.33"
"2004","S01002269","35.4"
"2005","S01002269","35.4"
"2006","S01002269","35.27"
"2007","S01002269","35.01"
"2008","S01002269","34.81"
"2009","S01002269","34.81"
"2010","S01002269","36.2"
"2011","S01002269","36.13"
"2012","S01002269","36.13"
"2003","S01002269","35.4"
"2004","S01002270","51.61"
"2005","S01002270","51.84"
"2006","S01002270","52.9"
"2007","S01002270","49.25"
"2008","S01002270","49.48"
"2009","S01002270","53.67"
"2010","S01002270","53.2"
"2011","S01002270","53.2"
"2012","S01002270","53.55"
"2003","S01002270","44.41"
"2004","S01002271","11.18"
"2005","S01002271","11.18"
"2006","S01002271","11.18"
"2007","S01002271","11.18"
"2008","S01002271","11.21"
"2009","S01002271","11.23"
"2010","S01002271","11.23"
"2011","S01002271","11.26"
"2012","S01002271","11.26"
"2003","S01002271","11.13"
"2004","S01002272","20.13"
"2005","S01002272","20.13"
"2006","S01002272","20.13"
"2007","S01002272","20.84"
"2008","S01002272","21.23"
"2009","S01002272","25.67"
"2010","S01002272","26.92"
"2011","S01002272","28.25"
"2012","S01002272","28.25"
"2003","S01002272","20.13"
"2004","S01002273","20.53"
"2005","S01002273","20.53"
"2006","S01002273","21.9"
"2007","S01002273","21.95"
"2008","S01002273","21.95"
"2009","S01002273","21.86"
"2010","S01002273","21.81"
"2011","S01002273","21.9"
"2012","S01002273","21.86"
"2003","S01002273","20.15"
"2004","S01002274","25.89"
"2005","S01002274","28.97"
"2006","S01002274","29.09"
"2007","S01002274","29.21"
"2008","S01002274","29.21"
"2009","S01002274","30.78"
"2010","S01002274","32.58"
"2011","S01002274","33.78"
"2012","S01002274","34.1"
"2003","S01002274","22.69"
"2004","S01002275","34.45"
"2005","S01002275","40.33"
"2006","S01002275","40.45"
"2007","S01002275","40.39"
"2008","S01002275","40.45"
"2009","S01002275","41.83"
"2010","S01002275","40.45"
"2011","S01002275","40.45"
"2012","S01002275","40.45"
"2003","S01002275","34.08"
"2004","S01002276","8.61"
"2005","S01002276","8.99"
"2006","S01002276","9.32"
"2007","S01002276","9.84"
"2008","S01002276","9.93"
"2009","S01002276","9.95"
"2010","S01002276","9.98"
"2011","S01002276","9.98"
"2012","S01002276","9.98"
"2003","S01002276","8.5"
"2004","S01002277","22.33"
"2005","S01002277","22.33"
"2006","S01002277","22.33"
"2007","S01002277","22.28"
"2008","S01002277","22.28"
"2009","S01002277","22.28"
"2010","S01002277","22.23"
"2011","S01002277","22.23"
"2012","S01002277","23.31"
"2003","S01002277","22.33"
"2004","S01002278","49.81"
"2005","S01002278","49.81"
"2006","S01002278","49.81"
"2007","S01002278","49.81"
"2008","S01002278","50.9"
"2009","S01002278","50.9"
"2010","S01002278","50.9"
"2011","S01002278","50.9"
"2012","S01002278","50.9"
"2003","S01002278","50.01"
"2004","S01002279","27.31"
"2005","S01002279","27.31"
"2006","S01002279","33.38"
"2007","S01002279","31.12"
"2008","S01002279","31.08"
"2009","S01002279","31.08"
"2010","S01002279","29.3"
"2011","S01002279","29.3"
"2012","S01002279","29.3"
"2003","S01002279","25.67"
"2004","S01002280","30.5"
"2005","S01002280","30.5"
"2006","S01002280","30.5"
"2007","S01002280","30.5"
"2008","S01002280","30.5"
"2009","S01002280","30.5"
"2010","S01002280","30.5"
"2011","S01002280","30.5"
"2012","S01002280","30.5"
"2003","S01002280","30.5"
"2004","S01002281","45.99"
"2005","S01002281","45.99"
"2006","S01002281","45.99"
"2007","S01002281","45.99"
"2008","S01002281","46.25"
"2009","S01002281","44.14"
"2010","S01002281","39.93"
"2011","S01002281","39.93"
"2012","S01002281","39.93"
"2003","S01002281","44.54"
"2004","S01002282","51.22"
"2005","S01002282","51.22"
"2006","S01002282","51.22"
"2007","S01002282","41.89"
"2008","S01002282","41.89"
"2009","S01002282","29.66"
"2010","S01002282",22
"2011","S01002282","16.02"
"2012","S01002282","12.94"
"2003","S01002282","51.22"
"2004","S01002283","21.4"
"2005","S01002283","21.4"
"2006","S01002283","21.4"
"2007","S01002283","21.4"
"2008","S01002283","21.4"
"2009","S01002283","21.4"
"2010","S01002283","21.4"
"2011","S01002283","21.4"
"2012","S01002283","21.4"
"2003","S01002283","21.4"
"2004","S01002284","12.15"
"2005","S01002284","15.18"
"2006","S01002284","17.49"
"2007","S01002284",23
"2008","S01002284","24.45"
"2009","S01002284","25.28"
"2010","S01002284","25.81"
"2011","S01002284","26.42"
"2012","S01002284","27.2"
"2003","S01002284","11.4"
"2004","S01002285","84.84"
"2005","S01002285","88.62"
"2006","S01002285","94.87"
"2007","S01002285","103.99"
"2008","S01002285","90.05"
"2009","S01002285","83.01"
"2010","S01002285","82.75"
"2011","S01002285","82.75"
"2012","S01002285","83.14"
"2003","S01002285","84.45"
"2004","S01002286","44.93"
"2005","S01002286","45.17"
"2006","S01002286","45.17"
"2007","S01002286","45.17"
"2008","S01002286","45.17"
"2009","S01002286","45.17"
"2010","S01002286","45.28"
"2011","S01002286","45.28"
"2012","S01002286","45.17"
"2003","S01002286","44.93"
"2004","S01002287","28.68"
"2005","S01002287","28.68"
"2006","S01002287","28.68"
"2007","S01002287","28.68"
"2008","S01002287","28.68"
"2009","S01002287","28.68"
"2010","S01002287","28.68"
"2011","S01002287","28.68"
"2012","S01002287","29.43"
"2003","S01002287","28.68"
"2004","S01002288","47.1"
"2005","S01002288","46.87"
"2006","S01002288","47.18"
"2007","S01002288","47.18"
"2008","S01002288","51.44"
"2009","S01002288","55.08"
"2010","S01002288","56.94"
"2011","S01002288","57.41"
"2012","S01002288","57.72"
"2003","S01002288","46.48"
"2004","S01002289","30.86"
"2005","S01002289","39.1"
"2006","S01002289","39.81"
"2007","S01002289","39.81"
"2008","S01002289","39.81"
"2009","S01002289","44.34"
"2010","S01002289","44.53"
"2011","S01002289","44.6"
"2012","S01002289","44.6"
"2003","S01002289","29.77"
